rainfall_intensity,rainfall_duration,humidity,temperature,terrain_type,elevation,soil_type,drainage_capacity,previous_rainfall,flood_risk
56.18101782710438,9.531785910894204,83.9196365086843,27.959754525911098,Urban,891.6655057071823,Loamy,Poor,91.84977839317344,High
50.05629167085328,1.8572347702584375,79.05330837693117,11.692347370813007,Flat,424.6782213565523,Sandy,Good,60.84844859190754,Low
78.71346474483568,4.603477677100099,57.47374841188251,28.355586841671386,Flat,93.33132642723085,Loamy,Moderate,18.12128690656416,Medium
92.75790139996309,4.133388917038046,98.99385314840728,24.0028867974394,Hilly,1215.0897038028768,Sandy,Good,13.010318597055903,Medium
142.33283058799998,9.673504314208314,88.50384088698766,19.13841307520112,Hilly,461.787651244298,Loamy,Poor,121.99933155652418,High
124.97923676042466,2.1469642083238347,63.46363645439445,15.46708263364187,Flat,850.3117489824893,Clay,Moderate,113.5400655639983,High
4.696993868333788,8.501705358652487,66.98524800218594,21.854507080054432,Flat,1454.5439917128417,Loamy,Moderate,39.19657248382904,Low
6.78409333658071,3.590638142251011,63.320637381368925,18.140470953216877,Hilly,1173.5023313276965,Sandy,Good,28.184844994952527,Low
120.32954711310595,1.2082311149578229,99.21321619603104,33.16734307889972,Urban,1630.9228569096683,Sandy,Poor,158.03510810624113,High
90.89399621715171,9.299858345876816,79.06462153011667,37.448790266313424,Hilly,1246.5962536551158,Clay,Good,12.711670057204728,High
46.64734825734933,3.5892415592540967,83.77637070028385,29.126724140656393,Urban,1122.4868516954023,Loamy,Good,194.34241907782075,Medium
127.33707363991257,7.356430451066296,54.15909518493734,17.68204968283972,Urban,1045.4656587639881,Loamy,Moderate,5.083825348819038,Medium
16.183714048995668,0.7985772640239754,78.18462467582683,19.4306794322898,Flat,278.6629088117514,Loamy,Good,107.96821826033462,Low
30.45918371021541,9.45710892030082,75.93192798931216,30.843547991191137,Flat,1248.7080962675866,Clay,Good,21.09885196605412,Medium
68.48018557243654,2.575184153559919,64.99059687222197,36.49840776756605,Flat,244.1759094013467,Sandy,Poor,181.3656883091508,High
40.819837407695296,6.653056145142942,40.031222619718946,20.577065690025073,Urban,13.904261062381407,Loamy,Good,96.96599427179665,Medium
103.86540493354055,3.059417171085954,54.64753133486645,15.048731265187918,Hilly,807.6723421160816,Clay,Good,50.78308278686894,Medium
37.03140942579018,7.114890591977989,82.73623539546652,14.442607898601997,Hilly,533.56202855057,Clay,Moderate,82.20740266364626,High
4.957609935082258,3.7781768562534883,78.06108068208184,30.421163546643005,Hilly,978.905520555126,Clay,Poor,134.4271094811757,High
114.24294229930764,2.7575566679277967,83.69298091671158,21.033493981577596,Flat,1267.0594215217893,Loamy,Poor,18.05795401088166,Medium
125.2953743383857,3.5474106172314905,51.19111062399125,11.223254246642917,Urban,440.48209513109657,Clay,Poor,161.9002092279431,High
52.2998980937594,1.4136772353684972,96.43139586937625,21.92716063262567,Urban,1873.459977473469,Sandy,Poor,68.2132702100517,Medium
17.021028186088362,9.284589373646346,92.64036120285886,17.73824883145467,Flat,1964.3366866588713,Sandy,Moderate,199.25073995158488,High
144.81290269331905,5.803787809267427,92.95818059136039,15.661213250241381,Hilly,698.4191492253218,Loamy,Moderate,155.97510917152476,High
96.30474692314317,1.299329667452964,49.69772284567682,36.956625655812374,Flat,18.394103233259294,Clay,Good,132.70035382161117,Medium
0.759237576932803,2.0276764884662373,72.92402736199517,30.756855930780798,Hilly,448.53861892111956,Sandy,Good,98.77874303668692,Medium
26.823406383199323,3.9814534535371693,84.65023138339373,31.62819772756388,Hilly,1085.0804611097985,Loamy,Poor,127.26652363717908,High
37.56927279083762,6.103773051825167,98.73357149650055,24.602264588783655,Urban,868.7887310208573,Sandy,Moderate,129.02067240611296,Medium
100.33860894946494,8.709591868183079,53.811116094493315,24.975801396542572,Urban,1537.108028612618,Sandy,Moderate,190.78571540051746,High
137.22965853306727,4.016507652426721,40.927396991732046,37.84955687763176,Hilly,1105.5299336709797,Loamy,Poor,196.06631674320914,High
11.301938400919232,3.4041216832282277,51.45466186902076,18.054245706704705,Urban,338.985493372185,Sandy,Moderate,187.2309548321562,Medium
104.40446950124596,5.915581115848967,45.83058962624611,28.45021680097509,Flat,717.2935625923278,Loamy,Poor,59.05811768378775,High
48.38261463579008,8.562363051784407,48.19727988652173,31.26732990730356,Urban,587.1836885289867,Loamy,Moderate,162.02267893583615,High
130.06084778701555,9.175785249286477,70.68054393165627,25.045488840615988,Hilly,388.5479070240845,Clay,Moderate,178.00106836351327,High
50.69927352773037,4.068038050079468,45.63891639045214,27.34840422988522,Flat,656.3053349494638,Clay,Poor,196.3681776621062,High
125.8400253104045,8.673843873960914,55.01508163095184,11.165042032882695,Urban,720.3812828225258,Sandy,Good,165.57380075751774,High
40.73143737296128,9.669892388712313,67.43590969682371,35.26069225035944,Flat,1081.270243220213,Loamy,Good,193.9073734228318,High
107.1892656269928,0.89014140929482,63.92925408668767,23.005622127422264,Flat,156.9127626845319,Sandy,Moderate,192.52968293558502,Medium
125.39701807683088,7.111754957890131,64.53717666485619,15.198829602125373,Hilly,884.7044594622089,Clay,Moderate,142.91918454001248,High
99.0296065076597,3.159372020986457,97.29191683979164,32.13690750087305,Urban,871.3457973557821,Sandy,Poor,9.543225538329757,Medium
84.90558157411144,2.007141252603665,47.20987886833853,20.256390001492047,Hilly,188.31397653712023,Clay,Moderate,195.90210572430172,High
26.29954048340078,0.6630304674016272,85.80186538023466,34.207389311523386,Hilly,929.3476258792228,Sandy,Poor,9.611784839406745,Medium
142.37185973870788,8.923463679331451,55.65361740050284,10.459136208711543,Urban,1006.2725171601754,Sandy,Good,136.7927538796282,High
92.37767465848708,9.466970243327193,96.65509582751005,36.01596800665011,Urban,1601.8985893647994,Clay,Poor,128.65764368847064,High
68.73793357372749,5.683359498501382,96.48788852659152,21.58307913402323,Hilly,1302.969543715576,Loamy,Good,13.872260175033091,Medium
15.116700206613999,0.6731073436897224,45.6665776453557,30.490203202490704,Hilly,1311.4452707614844,Sandy,Moderate,136.32273379455796,Medium
51.093685419636,2.9765980182410794,69.76224725760437,30.786710760758183,Flat,1257.885693559768,Sandy,Good,160.69618607696972,Medium
42.30518588569597,2.185675665907367,85.0368850984515,34.20504217801792,Hilly,1463.2955105992805,Clay,Good,155.28259214839937,High
51.120531037952674,9.342194593233865,91.5047651105807,22.86982082125055,Hilly,1479.8175208947491,Loamy,Good,75.54577723525897,High
80.1491210295845,5.217331311489238,63.37708517315221,18.92905523527933,Urban,778.4033574683262,Sandy,Good,169.42862881911796,High
53.23577856940809,9.589608408701336,80.6061942654582,24.475628489279273,Flat,1263.6744243395985,Sandy,Good,58.64215433961291,Medium
49.299681805487396,6.888925332731865,85.1424717662608,33.74737131177545,Hilly,226.92920403489603,Sandy,Moderate,194.84964170688204,High
149.38968630454937,1.0307759694348255,84.22213340746053,26.37747310494967,Urban,234.13403285521173,Sandy,Moderate,167.39277484747475,High
130.0303057966262,8.465567255757858,65.56548850281646,16.677292527130916,Hilly,1643.7201185807123,Clay,Moderate,16.269756128379953,High
12.725657112778787,9.873075995761166,62.45624774536722,21.11926441200673,Hilly,1894.4971547677173,Sandy,Good,150.67563705178833,High
56.43893782963737,1.2932568086373533,86.6288149556462,26.752127492074152,Urban,497.4483088605759,Loamy,Poor,86.89036889765427,Medium
38.05232608097081,4.349419824423462,74.28838151230065,32.22921582732005,Hilly,1645.5807037533864,Loamy,Good,136.2078854193818,Medium
35.62597069387049,4.3021174822842365,68.66289345281366,12.486739650800626,Hilly,447.19167703890525,Clay,Moderate,2.4308949379632683,Medium
145.48182400614584,0.9100191635304731,93.46858682188426,25.831033272588996,Urban,1838.2314305573188,Loamy,Poor,193.8605071238198,High
78.46467662552232,6.479287062284994,81.74492133907702,23.636231943033195,Hilly,1393.8501117276296,Loamy,Poor,9.089276068291575,High
42.14447843883455,9.528909098727308,93.41582703345497,23.669702583571386,Hilly,554.7623659622653,Clay,Moderate,45.87894914098993,High
39.890688744635845,3.9232784044500484,55.59699177125576,23.59722540486493,Urban,1072.1927326882408,Sandy,Good,162.75900394138972,Medium
102.70967588308189,2.044860923776467,94.65563106963054,34.67611728769507,Flat,833.2781154769584,Sandy,Poor,183.8353103671119,High
12.41226300529592,8.82828411629503,73.0952723526442,14.945027834110029,Hilly,1555.2045674704511,Clay,Poor,30.083378220705637,High
89.11960730282027,4.118463137994704,98.19486386887618,35.263567694071256,Hilly,127.0236591800027,Sandy,Poor,26.77042376012664,High
2.0507947240495925,1.215911073348392,81.50286383013471,26.03038825088389,Hilly,1993.2736741478107,Sandy,Poor,153.7974830361021,Medium
141.7148594823642,8.57165021143541,54.84088610459186,23.516324059302804,Flat,502.8848790235969,Sandy,Good,41.44552980161129,High
131.73310012187883,7.691491755636172,42.8137880674732,18.06017446075922,Urban,1343.1463911855992,Clay,Moderate,154.46367834712785,High
78.02452516679901,8.59572425302613,73.11441032646914,26.828139146061588,Flat,1583.6356789392657,Sandy,Poor,5.756535262667795,Medium
113.27058835104285,6.392940737857915,82.24478608595342,16.388924845267322,Flat,1234.527424194584,Clay,Moderate,121.61756990837705,High
95.49664824334239,5.7707482811511435,45.46012546307982,31.79191097950685,Hilly,1027.9789783196215,Loamy,Moderate,124.4173400455747,High
129.35455631201177,9.5204459247476,48.82440885574228,37.79762875484484,Flat,1537.835482630795,Sandy,Moderate,124.16113688441826,High
52.11201123381213,2.4867425152458846,74.77899606830431,20.24689631369635,Urban,257.7594438212985,Loamy,Poor,80.06009778205627,Medium
104.65013605453977,2.210639087318336,81.79008797362474,22.349836430725844,Urban,1030.4721097284216,Clay,Good,38.457803761734155,Medium
6.1302924399718295,2.104883099185563,56.71542034191752,15.310314528302404,Hilly,1097.4306184148172,Sandy,Good,71.19829685439723,Low
134.13258943438885,1.7231097838466172,59.80597079860932,19.64748294040087,Flat,1598.8207978180853,Sandy,Moderate,16.35180638977438,Medium
